주소_clean,roadAddr,lat,lon
서울특별시 은평구 응암동 86-15,,37.6009343,126.9241671
서울특별시 동작구 신대방동 395-61,서울특별시 동작구 보라매로5길 지하24 (신대방동),37.4921203,126.9222801
서울특별시 강남구 삼성동 111-147,서울특별시 강남구 봉은사로 지하501 (삼성동),37.5109479,127.047282
서울특별시 강남구 삼성동 115,서울특별시 강남구 봉은사로 458 (삼성동),37.511765,127.0499638
서울특별시 강남구 삼성동 114-11,"서울특별시 강남구 봉은사로 448 (삼성동, 삼성동지웰)",37.5114528,127.0488389
서울특별시 은평구 응암동 114-6,,37.5982118,126.917091
서울특별시 강남구 삼성동 172-66,서울특별시 강남구 테헤란로 지하340 (삼성동),37.508861,127.063149
서울특별시 강남구 삼성동 158-16,서울특별시 강남구 테헤란로 509 (삼성동),37.5078158,127.0581852
서울특별시 강남구 대치동 1011,서울특별시 강남구 삼성로 401-2 (대치동),37.5025418,127.0589231
서울특별시 강남구 삼성동 44-13,서울특별시 강남구 봉은사로 441 (삼성동),37.5117609,127.0480327
서울특별시 강남구 대치동 943,서울특별시 강남구 삼성로86길 23 (대치동),37.4980798,127.0759627
서울특별시 은평구 응암동 610-1,,37.5939978,126.9148562
서울특별시 강동구 성내동 531,서울특별시 강동구 성내로15길 33 (성내동),37.5291419,127.128352
서울특별시 강남구 대치동 1012-27,,37.5056161,127.0574375
서울특별시 노원구 상계동 159-4,,37.6620399,127.0700191
서울특별시 금천구 가산동 664,서울특별시 금천구 가산디지털1로 24 (가산동),37.46838049999999,126.8876536
서울특별시 금천구 가산동 713,,37.4664888,126.8890022
서울특별시 강남구 대치동 316,"서울특별시 강남구 삼성로 212 (대치동, 은마아파트)",37.4974176,127.0653272
서울특별시 용산구 원효로3가 131-5,,37.5336256,126.9572207
서울특별시 강남구 삼성동 50-4,서울특별시 강남구 봉은사로 471-2 (삼성동),37.5137359,127.0511731
서울특별시 구로구 구로동 604-15,서울특별시 구로구 구로중앙로 221-1 (구로동),37.5045178,126.8780096
서울특별시 금천구 가산동 343-2,,37.4701161,126.883387
서울특별시 강남구 대치동 398,서울특별시 강남구 남부순환로 지하2952 (대치동),37.49387,127.061371
서울특별시 영등포구 양평동2가 30-20,,37.523781,126.8856649
서울특별시 송파구 장지동 917-2,,37.4783251,127.1404312
서울특별시 노원구 상계동 168-3,서울특별시 노원구 한글비석로 432 (상계동),37.66273410000001,127.069523
서울특별시 은평구 수색동 360-2,,37.5840836,126.8941125
서울특별시 송파구 장지동 894,"서울특별시 송파구 위례광장로 136 (장지동, 위례아이파크)",37.4764108,127.1420412
서울특별시 은평구 수색동 338-12,,37.58530289999999,126.8931589
서울특별시 영등포구 양평동2가 37-4,,37.5235061,126.883993
서울특별시 동작구 상도동 26-36,서울특별시 동작구 상도로 210 (상도동),37.5050426,126.9420706
서울특별시 노원구 중계동 157-60,,37.6587046,127.0730161
서울특별시 동작구 상도동 529,"서울특별시 동작구 상도로30길 39 (상도동, 상도두산위브아파트)",37.5048475,126.9428191
서울특별시 동작구 상도동 535-1,,37.5041685,126.9427167
서울특별시 영등포구 문래동6가 45-1,,37.5203314,126.8842952
서울특별시 송파구 장지동 917-1,,37.477472,127.1376434
서울특별시 은평구 증산동 264,,37.5841679,126.9059643
서울특별시 구로구 구로동 63,"서울특별시 구로구 구로동로7길 63 (가리봉동, 신창주택)",37.4864222,126.8831916
서울특별시 용산구 도원동 27,,37.53975980000001,126.9571909
서울특별시 영등포구 문래동6가 49-1,,37.5189323,126.8822735
서울특별시 서대문구 창천동 448,서울특별시 서대문구 연희로 32 (창천동),37.5587015,126.9342139
서울특별시 용산구 도원동 1-123,,37.5399596,126.9569109
서울특별시 마포구 합정동 424,,37.5486242,126.9178353
서울특별시 영등포구 문래동6가 43-1,,37.5188679,126.8841002
서울특별시 동작구 대방동 374-4,,37.5061594,126.9232324
서울특별시 강서구 내발산동 731,"서울특별시 강서구 강서로50길 72 (내발산동, 신세계아파트3차)",37.55480439999999,126.8405896
서울특별시 용산구 청암동 176,,37.5351138,126.9485136
서울특별시 마포구 서교동 369-30,서울특별시 마포구 잔다리로6길 25 (서교동),37.55237959999999,126.9204822
서울특별시 강서구 내발산동 724-32,,37.554485,126.8412202
서울특별시 마포구 합정동 439-8,서울특별시 마포구 희우정로 42-3 (합정동),37.5509453,126.9066382
서울특별시 마포구 합정동 436-31,,37.5516855,126.9085375
서울특별시 용산구 청암동 64-1,"서울특별시 용산구 삼개로 58 (청암동, SK 청암대)",37.5352603,126.9479733
서울특별시 강서구 내발산동 657-12,,37.5546903,126.8409452
서울특별시 관악구 신림동 116-33,,37.4718552,126.9342306
서울특별시 마포구 합정동 438-1,"서울특별시 마포구 희우정로 42 (합정동, 홍익솔루체)",37.5508095,126.9069689
서울특별시 관악구 신림동 116-4,,37.4718971,126.9340444
서울특별시 은평구 응암동 604-3,,37.5908424,126.9170138
서울특별시 금천구 독산동 291-1,서울특별시 금천구 두산로 70 (독산동),37.4690079,126.8956021
서울특별시 동작구 노량진동 42-7,,37.5132307,126.9393518
서울특별시 마포구 서교동 349,,37.5537425,126.9271362
서울특별시 도봉구 창동 805,서울특별시 도봉구 노해로63다길 24 (창동),37.6543728,127.0464784
서울특별시 도봉구 창동 262-1,,37.6539937,127.0451952
서울특별시 양천구 목동 824,,37.5395444,126.8647834
서울특별시 양천구 목동 723-1,서울특별시 양천구 목동중앙남로11길 23 (목동),37.5391037,126.8646031
서울특별시 구로구 구로동 705-44,서울특별시 구로구 구로동로25길 22 (구로동),37.4907242,126.8827546
서울특별시 양천구 목동 943,"서울특별시 양천구 목동중앙로 11 (목동, 목동 대원 칸타빌 2단지아파트)",37.5320423,126.8673385
서울특별시 은평구 응암동 86-6,서울특별시 은평구 은평로 161 (응암동),37.6013581,126.9255999
서울특별시 마포구 서교동 361-12,서울특별시 마포구 와우산로 70 (서교동),37.5506261,126.9232669
서울특별시 강서구 가양동 448-27,,37.5601716,126.8588294
서울특별시 마포구 상수동 309-20,,37.546477,126.9229637
서울특별시 양천구 목동 814,,37.5379533,126.8636737
서울특별시 마포구 상수동 339-18,,37.5450899,126.9222849
서울특별시 마포구 상수동,서울특별시 마포구 독막로 61 (상수동),37.5456556,126.9273244
서울특별시 은평구 녹번동 53-35,,37.6010777,126.9357793
서울특별시 마포구 상수동 348-3,,37.5449209,126.9229443
서울특별시 강서구 등촌동 709-1,,37.5652577,126.8446836
서울특별시 강서구 등촌동 709-6,,37.5630451,126.846083
서울특별시 강서구 등촌동 709-7,,37.5623787,126.8433555
서울특별시 은평구 불광동 276-15,서울특별시 은평구 통일로 730-2 (불광동),37.6191594,126.9355669
서울특별시 양천구 목동 904,"서울특별시 양천구 목동서로 130 (목동, 목동신시가지아파트4단지)",37.5320425,126.875038
서울특별시 노원구 공릉동 26-43,서울특별시 노원구 화랑로 815 (공릉동),37.6429012,127.1060303
서울특별시 마포구 망원동 420-7,,37.5562722,126.9000069
서울특별시 강서구 화곡동 산70-24,,37.5478766,126.8424352
서울특별시 강서구 등촌동 706-1,서울특별시 강서구 화곡로65길 63 (등촌동),37.5592835,126.85012
서울특별시 양천구 목동 903-4,,37.5348092,126.8701615
서울특별시 강서구 화곡동 79-14,,37.5479244,126.8423099
서울특별시 강서구 등촌동 709-17,,37.5587343,126.8474183
서울특별시 노원구 하계동 288-2,,37.64493,127.0737161
서울특별시 관악구 신림동 808-263,,37.4781598,126.9328501
서울특별시 강서구 화곡동 91-13,,37.5469113,126.84471
서울특별시 마포구 망원동 420-23,,37.5564578,126.9003523
서울특별시 마포구 서교동 350-2,,37.5556065,126.9275309
서울특별시 노원구 중계동 391-1,,37.6491927,127.0796181
서울특별시 강서구 화곡동 19-10,,37.5486633,126.8469017
서울특별시 강서구 화곡동 19-2,,37.5483674,126.8466353
서울특별시 노원구 중계동 364-16,,37.64944,127.0773064
서울특별시 마포구 망원동 397-34,,37.5532264,126.9033425
서울특별시 양천구 목동 903,"서울특별시 양천구 목동서로 100 (목동, 목동신시가지아파트3단지)",37.5343588,126.8729492
서울특별시 강서구 화곡동 1106,,37.5526394,126.850334
서울특별시 마포구 서교동 350-3,,37.5557573,126.9283649
서울특별시 노원구 중계동 360-2,서울특별시 노원구 중계로 225 (중계동),37.6498272,127.0743318
서울특별시 마포구 합정동 402,,37.5492056,126.9140677
서울특별시 동작구 신대방동 347-13,서울특별시 동작구 보라매로 106 (신대방동),37.4986998,126.9283627
서울특별시 도봉구 도봉동 637-111,,37.67456809999999,127.0444571
서울특별시 관악구 신림동 518-19,"서울특별시 관악구 신사로 84 (신림동, 신림동이모르젠)",37.4860478,126.9122704
서울특별시 은평구 대조동 197-1,"서울특별시 은평구 연서로28길 8 (대조동, 유진 아이디움)",37.6106914,126.9271636
서울특별시 강동구 성내동 575,,37.5284381,127.1284729
서울특별시 양천구 목동 901-8,,37.5401665,126.8812629
서울특별시 도봉구 도봉동 637-47,,37.6716406,127.0428161
서울특별시 강서구 등촌동 666-11,,37.5586382,126.857211
서울특별시 마포구 대흥동 42-3,,37.5498919,126.9425541
서울특별시 마포구 서교동 365-29,서울특별시 마포구 어울마당로 41-1 (서교동),37.5493978,126.9208019
서울특별시 마포구 서교동 415,,37.5494274,126.918705
서울특별시 마포구 대흥동 804,서울특별시 마포구 백범로 79 (대흥동),37.5490971,126.9406533
서울특별시 관악구 신림동 1422-5,서울특별시 관악구 신림로 340 (신림동),37.4847684,126.930087
서울특별시 은평구 응암동 738,"서울특별시 은평구 은평로 82 (응암동, 해태드림타운)",37.5992311,126.9172045
서울특별시 관악구 신림동 1642-6,,37.483016,126.9243101
서울특별시 강서구 마곡동 775-3,,37.5651421,126.8345982
서울특별시 동작구 상도동 533-1,,37.498417,126.949508
서울특별시 도봉구 도봉동 595-11,,37.6795069,127.044243
서울특별시 송파구 가락동 69,,37.4952094,127.1197499
서울특별시 송파구 오금동 164-2,,37.499844,127.1358335
서울특별시 강서구 화곡동 1130-4,서울특별시 강서구 화곡로58길 86 (화곡동),37.5517629,126.8549434
서울특별시 은평구 증산동 199-1,,37.5884711,126.9129304
서울특별시 송파구 오금동 165-1,,37.4986891,127.133929
서울특별시 마포구 서교동 330-19,서울특별시 마포구 와우산로35길 75 (서교동),37.5563968,126.9267244
서울특별시 강서구 화곡동 1002-3,,37.55137300000001,126.8521374
서울특별시 송파구 가락동 78-3,서울특별시 송파구 송파대로28길 17-2 (가락동),37.4949928,127.1212835
서울특별시 송파구 거여동 11,서울특별시 송파구 문정로 196 (거여동),37.4970819,127.1404775
서울특별시 강서구 마곡동 789-9,,37.562308,126.8359302
서울특별시 성북구 석관동 77-42,,37.6090606,127.0659373
서울특별시 마포구 서교동 350-1,,37.554772,126.9261045
서울특별시 강서구 마곡동 789,서울특별시 강서구 마곡중앙8로 71 (마곡동),37.5617836,126.8347976
서울특별시 관악구 신림동 527-20,,37.4828831,126.9136593
서울특별시 강서구 마곡동 812,서울특별시 강서구 마곡동로 115 (마곡동),37.5651728,126.8338887
서울특별시 강서구 화곡동 61-139,,37.5423372,126.8459261
서울특별시 송파구 문정동 644-2,서울특별시 송파구 법원로11길 7 (문정동),37.4899956,127.1263626
서울특별시 송파구 문정동 643-1,서울특별시 송파구 법원로 114 (문정동),37.4816698,127.1206971
서울특별시 관악구 신림동 562,서울특별시 관악구 남부순환로131가길 20 (신림동),37.4823764,126.908263
서울특별시 강서구 마곡동 797-14,서울특별시 강서구 공항대로 269-15 (마곡동),37.5706297,126.8298909
서울특별시 마포구 서교동 407-22,서울특별시 마포구 어울마당로 62 (서교동),37.5505592,126.9214219
서울특별시 송파구 거여동 20-14,서울특별시 송파구 오금로 지하499 (거여동),37.4897279,127.1449912
서울특별시 송파구 거여동 12-3,,37.496198,127.14153
서울특별시 송파구 거여동 28-4,,37.4921127,127.1462995
서울특별시 송파구 거여동 16-1,,37.4953615,127.1425651
서울특별시 마포구 합정동 402-1,,37.5466604,126.9178073
서울특별시 송파구 오금동 17-20,,37.5102195,127.1272245
서울특별시 송파구 방이동 88-14,서울특별시 송파구 강동대로 232 (방이동),37.5219241,127.1298027
서울특별시 관악구 신림동 98-51,,37.4744568,126.9422506
서울특별시 관악구 신림동 808-401,,37.4740769,126.9352258
서울특별시 관악구 신림동 614-8,서울특별시 관악구 난곡로 214 (신림동),37.473907,126.9181521
서울특별시 서대문구 연희동 90-5,서울특별시 서대문구 증가로 10 (연희동),37.5694053,126.9317403
서울특별시 서대문구 연희동 90-15,서울특별시 서대문구 증가로 12 (연희동),37.569599,126.9316414
서울특별시 서대문구 홍은동 274-89,서울특별시 서대문구 모래내로 344 (홍은동),37.58066669999999,126.9348597
서울특별시 서대문구 홍은동 산26-160,,37.5812215,126.9321372
서울특별시 동작구 상도동 900,"서울특별시 동작구 장승배기로11가길 11 (상도동, 상도파크자이)",37.5057831,126.9383233
서울특별시 강남구 신사동 667-13,,37.520983,127.0228775
서울특별시 강남구 신사동 532-12,서울특별시 강남구 가로수길 79 (신사동),37.5232466,127.0222983
서울특별시 강남구 대치동 1011-28,서울특별시 강남구 선릉로 지하228 (대치동),37.4991887,127.0633458
서울특별시 강남구 대치동 936-14,서울특별시 강남구 선릉로64길 14 (대치동),37.497798,127.0534412
서울특별시 강남구 신사동 667-12,,37.5219733,127.0220433
서울특별시 강남구 대치동 1011-73,,37.4979474,127.0538999
서울특별시 강남구 신사동 510-4,,37.5184089,127.0202419
서울특별시 강남구 대치동 912-23,서울특별시 강남구 삼성로 349 (대치동),37.4991887,127.0633458
서울특별시 서초구 양재동 217-4,,37.4613329,127.0363938
서울특별시 서초구 양재동 217-3,,37.4628265,127.0358837
서울특별시 서초구 양재동 217-7,서울특별시 서초구 매헌로 19 (양재동),37.46267,127.0353835
서울특별시 서초구 양재동 213-8,,37.464458,127.0363189
서울특별시 송파구 가락동 98-6,서울특별시 송파구 송파대로28길 11 (가락동),37.4940939,127.1191073
서울특별시 서초구 양재동 201-3,,37.4662057,127.0344261
서울특별시 서초구 양재동 209-5,서울특별시 서초구 매헌로 42 (양재동),37.4646987,127.0344288
서울특별시 서초구 양재동 221-6,,37.46147759999999,127.0349945
서울특별시 서초구 양재동 221,서울특별시 서초구 양재대로11길 19 (양재동),37.4610144,127.0345456
서울특별시 서초구 양재동 221-3,,37.4604746,127.0350504
서울특별시 영등포구 대림동 774,서울특별시 영등포구 대림로 217-2 (대림동),37.4989349,126.895914
서울특별시 영등포구 대림동 699,,37.5036876,126.8955194
서울특별시 양천구 신월동 790,서울특별시 양천구 남부순환로 397-1 (신월동),37.5338251,126.8296989
서울특별시 영등포구 도림동 151-6,,37.5070394,126.901867
서울특별시 송파구 오금동 139-13,,37.501891,127.1392755
서울특별시 영등포구 영등포동 647-8,,37.5103008,126.9029736
서울특별시 송파구 오금동 161,,37.49677399999999,127.1382158
서울특별시 서초구 서초동 1328-7,서울특별시 서초구 강남대로 365 (서초동),37.4953217,127.0283411
서울특별시 송파구 마천동 16-1,,37.5021201,127.1428505
서울특별시 송파구 거여동 21,서울특별시 송파구 문정로 176 (거여동),37.4935839,127.1382553
서울특별시 양천구 신정동 313,서울특별시 양천구 신월로 386 (신정동),37.5216131,126.8641762
서울특별시 서대문구 연희동 93-31,,37.56984509999999,126.9351895
서울특별시 영등포구 문래동5가 14,"서울특별시 영등포구 선유로9나길 8 (문래동5가, 문래 두산위브)",37.516934,126.8857534
서울특별시 영등포구 양평동2가 22-1,서울특별시 영등포구 영등포로 14-3 (양평동2가),37.52342660000001,126.8837577
서울특별시 구로구 구로동 64,서울특별시 구로구 가마산로 286-1 (구로동),37.4963505,126.8909375
서울특별시 구로구 구로동 63-1,서울특별시 구로구 구로동로22길 63-1 (구로동),37.4889866,126.8878363
서울특별시 서대문구 홍은동 361-2,,37.58359129999999,126.9259298
서울특별시 서대문구 홍은동 376-28,"서울특별시 서대문구 명지2길 21 (홍은동, 백연빌라)",37.5830319,126.9272796
서울특별시 서대문구 홍은동 398-11,서울특별시 서대문구 가좌로 100 (홍은동),37.581801,126.9269492
서울특별시 영등포구 양평동3가 76-5,,37.5303428,126.8938974
서울특별시 강서구 가양동 1495,"서울특별시 강서구 허준로 76 (가양동, 한보구암마을아파트)",37.568715,126.848915
서울특별시 강서구 가양동 34-5,,37.5684826,126.8493809
서울특별시 금천구 가산동 345-33,서울특별시 금천구 가산디지털2로 67 (가산동),37.474204,126.881156
서울특별시 은평구 신사동 22-15,서울특별시 은평구 은평로 62-2 (신사동),37.5984153,126.9148755
서울특별시 강서구 가양동 1460,"서울특별시 강서구 허준로 23 (가양동, 한강아파트)",37.5713845,126.8449875
서울특별시 송파구 잠실동 253,,37.5108117,127.0794984
서울특별시 서대문구 홍은동 351-2,서울특별시 서대문구 가좌로 133 (홍은동),37.5840694,126.9240705
서울특별시 강서구 가양동 1461,"서울특별시 강서구 허준로 47 (가양동, 가양2단지성지아파트)",37.569781,126.8481509
서울특별시 송파구 잠실동 196-5,,37.5090857,127.0792558
서울특별시 영등포구 당산동3가 11-1,,37.52390279999999,126.8990162
서울특별시 구로구 구로동 508-13,,37.4978863,126.8840342
서울특별시 은평구 역촌동 82-30,,37.6018742,126.9157508
서울특별시 송파구 잠실동 368,,37.5028568,127.0840334
서울특별시 동작구 상도동 325-2,,37.500304,126.932046
서울특별시 은평구 구산동 199-1,서울특별시 은평구 서오릉로 177 (구산동),37.6073955,126.9095707
서울특별시 송파구 삼전동 153,,37.5001969,127.0967209
서울특별시 강서구 등촌동 680,서울특별시 강서구 강서로 412 (등촌동),37.5622585,126.8398309
서울특별시 서대문구 연희동 136-4,서울특별시 서대문구 연희로 106 (연희동),37.5672123,126.9314092
서울특별시 강서구 등촌동 709-5,,37.5641761,126.843167
서울특별시 은평구 구산동 195-3,,37.6133364,126.9125486
서울특별시 강남구 대치동 1007-3,서울특별시 강남구 영동대로 330 (대치동),37.4991887,127.0633458
서울특별시 은평구 구산동 200-1,,37.61342339999999,126.9118192
서울특별시 강남구 청담동 97,서울특별시 강남구 도산대로 445 (청담동),37.5245586,127.0446434
서울특별시 마포구 염리동 168-9,서울특별시 마포구 독막로 311 (염리동),37.5439937,126.9475258
서울특별시 강남구 대치동 995,서울특별시 강남구 영동대로 214-2 (대치동),37.5031892,127.0662505
서울특별시 마포구 염리동 164-14,,37.5441193,126.9463211
서울특별시 서대문구 창천동 62-1,서울특별시 서대문구 연세로5길 26 (창천동),37.556569,126.9354326
서울특별시 구로구 구로동 188-22,,37.4853127,126.8960825
서울특별시 강서구 등촌동 690-5,서울특별시 강서구 강서로56길 49 (등촌동),37.5597802,126.8420292
서울특별시 마포구 염리동 169-12,서울특별시 마포구 백범로28길 17 (염리동),37.5447052,126.9473293
서울특별시 강남구 대치동 1012-82,,37.4998688,127.0639552
서울특별시 강남구 청담동 139-6,,37.5246777,127.043992
서울특별시 강남구 청담동 95-4,서울특별시 강남구 압구정로80길 26 (청담동),37.5248042,127.0446044
서울특별시 마포구 서교동 444-2,서울특별시 마포구 동교로 90 (서교동),37.5541726,126.9121449
서울특별시 은평구 갈현동 533-3,,37.6165023,126.9143355
서울특별시 구로구 구로동 212-35,,37.4839313,126.8958924
서울특별시 동작구 상도1동 508-1,서울특별시 동작구 매봉로 63 (상도1동),37.50724690000001,126.9515203
서울특별시 마포구 상수동 134-1,,37.5476597,126.9255813
서울특별시 강남구 대치동 961-9,서울특별시 강남구 역삼로84길 8 (대치동),37.5029739,127.0598232
서울특별시 강서구 등촌동 695,서울특별시 강서구 강서로62길 98 (등촌동),37.5616643,126.8450092
서울특별시 마포구 서교동 444-18,,37.5534881,126.9120836
서울특별시 서대문구 연희동 137-7,,37.5676093,126.9307403
서울특별시 구로구 구로동 248-3,,37.4841677,126.8929391
서울특별시 은평구 갈현동 389-10,,37.6216077,126.9166981
서울특별시 강서구 등촌동 709-19,,37.5600059,126.8459001
서울특별시 마포구 서교동 444-7,서울특별시 마포구 월드컵로 42 (서교동),37.5530297,126.9124421
서울특별시 동작구 노량진동 40-12,서울특별시 동작구 노량진로 115 (노량진동),37.51346849999999,126.9386791
서울특별시 강남구 청담동 139-16,,37.5267257,127.0468877
서울특별시 금천구 시흥동 113-118,,37.4556708,126.8958641
서울특별시 관악구 봉천동 978-1,,37.4819312,126.9529159
서울특별시 은평구 갈현동 1-1,,37.6267743,126.9198622
서울특별시 강서구 화곡동 1109-1,,37.5544734,126.8528572
서울특별시 강서구 화곡동 1106-1,,37.5551407,126.8520274
서울특별시 금천구 시흥동 113-192,서울특별시 금천구 시흥대로63길 91 (시흥동),37.4569435,126.8941786
서울특별시 노원구 공릉동 481-6,,37.6312188,127.073296
서울특별시 강서구 등촌동 694-2,,37.5624785,126.8473621
서울특별시 서대문구 북가좌동 477-1,,37.5743456,126.911246
서울특별시 강남구 청담동 63-18,서울특별시 강남구 삼성로 726 (청담동),37.5205322,127.0496679
서울특별시 금천구 독산동 1151,서울특별시 금천구 벚꽃로 14 (독산동),37.4577051,126.8950593
서울특별시 동작구 대방동 466-2,,37.5119803,126.9273096
서울특별시 강남구 청담동 77-56,,37.5209486,127.0491938
서울특별시 동작구 대방동 466-10,,37.5023741,126.9248032
서울특별시 강남구 삼성동 111-61,서울특별시 강남구 삼성로 546-2 (삼성동),37.51397499999999,127.0561274
서울특별시 마포구 염리동 170-15,,37.542919,126.9462965
서울특별시 은평구 진관동 66,서울특별시 은평구 진관2로 15-34 (진관동),37.63749800000001,126.9191185
서울특별시 관악구 신림동 92-37,서울특별시 관악구 신림로 250 (신림동),37.4781595,126.9338482
서울특별시 관악구 봉천동 산113-46,,37.4903548,126.9343287
서울특별시 노원구 공릉동 687-2,,37.6179733,127.0739509
서울특별시 노원구 공릉동 616-8,,37.6185489,127.0746954
서울특별시 관악구 봉천동 1511-12,,37.4895096,126.9342786
서울특별시 송파구 삼전동 158,,37.5028347,127.0939039
서울특별시 마포구 망원동 482-16,서울특별시 마포구 월드컵로 105-1 (망원동),37.5554884,126.8998606
서울특별시 강서구 등촌동 666-28,,37.5569955,126.855578
서울특별시 은평구 진관동 69-4,,37.6385464,126.9187061
서울특별시 마포구 염리동 169,서울특별시 마포구 백범로28길 17 (염리동),37.5447052,126.9473293
서울특별시 노원구 공릉동 374-2,,37.6263461,127.0747653
서울특별시 은평구 진관동 73-1,,37.6350401,126.9197866
서울특별시 관악구 봉천동 705-1,서울특별시 관악구 당곡길 22 (봉천동),37.4902687,126.9292155
서울특별시 관악구 신림동 487,서울특별시 관악구 관천로11길 69 (신림동),37.48357439999999,126.9211067
서울특별시 양천구 목동 920-2,,37.5286301,126.8744297
서울특별시 은평구 진관동 100-6,서울특별시 은평구 진관2로 12 (진관동),37.6358242,126.9241625
서울특별시 강서구 등촌동 666-79,,37.5536293,126.8607639
서울특별시 양천구 목동 918-1,서울특별시 양천구 목동동로 323 (목동),37.5307305,126.8763911
서울특별시 관악구 신림동 1675-7,,37.48343029999999,126.9046864
서울특별시 양천구 목동 917-3,,37.5285426,126.8764245
서울특별시 강서구 등촌동 666-53,,37.5558823,126.8594052
서울특별시 관악구 봉천동 738-106,,37.4901101,126.9247606
서울특별시 마포구 상암동 1603,서울특별시 마포구 성암로 267 (상암동),37.5811662,126.8907777
서울특별시 도봉구 창동 660-14,,37.6504234,127.0377799
서울특별시 마포구 신수동 59-1,서울특별시 마포구 독막로24길 24 (구수동),37.5457477,126.9332073
